group,loan_age_months,survival,cumulative_event_prob,n_loans,events
740-779,51,0.9711154666707087,0.028884533329291306,5066,124
740-779,52,0.9705160126789372,0.029483987321062832,5066,124
740-779,53,0.9705160126789372,0.029483987321062832,5066,124
740-779,54,0.9705160126789372,0.029483987321062832,5066,124
740-779,55,0.9705160126789372,0.029483987321062832,5066,124
740-779,56,0.9697818855891651,0.030218114410834884,5066,124
740-779,57,0.9697818855891651,0.030218114410834884,5066,124
740-779,58,0.9697818855891651,0.030218114410834884,5066,124
740-779,59,0.9689175523578025,0.031082447642197475,5066,124
740-779,60,0.9689175523578025,0.031082447642197475,5066,124
740-779,61,0.9689175523578025,0.031082447642197475,5066,124
740-779,62,0.9689175523578025,0.031082447642197475,5066,124
740-779,63,0.9689175523578025,0.031082447642197475,5066,124
740-779,64,0.9689175523578025,0.031082447642197475,5066,124
740-779,65,0.9689175523578025,0.031082447642197475,5066,124
740-779,66,0.9689175523578025,0.031082447642197475,5066,124
740-779,67,0.9689175523578025,0.031082447642197475,5066,124
740-779,68,0.9689175523578025,0.031082447642197475,5066,124
740-779,69,0.9689175523578025,0.031082447642197475,5066,124
740-779,70,0.9689175523578025,0.031082447642197475,5066,124
740-779,71,0.9689175523578025,0.031082447642197475,5066,124
740-779,72,0.9689175523578025,0.031082447642197475,5066,124
740-779,73,0.9654322374212639,0.03456776257873606,5066,124
740-779,74,0.9654322374212639,0.03456776257873606,5066,124
740-779,75,0.9654322374212639,0.03456776257873606,5066,124
740-779,76,0.9654322374212639,0.03456776257873606,5066,124
740-779,77,0.9654322374212639,0.03456776257873606,5066,124
740-779,78,0.9654322374212639,0.03456776257873606,5066,124
740-779,79,0.9654322374212639,0.03456776257873606,5066,124
740-779,80,0.9654322374212639,0.03456776257873606,5066,124
740-779,81,0.9654322374212639,0.03456776257873606,5066,124
740-779,82,0.9654322374212639,0.03456776257873606,5066,124
740-779,83,0.9654322374212639,0.03456776257873606,5066,124
740-779,84,0.9654322374212639,0.03456776257873606,5066,124
740-779,85,0.9654322374212639,0.03456776257873606,5066,124
740-779,86,0.9654322374212639,0.03456776257873606,5066,124
740-779,87,0.9654322374212639,0.03456776257873606,5066,124
740-779,88,0.9654322374212639,0.03456776257873606,5066,124
740-779,89,0.9654322374212639,0.03456776257873606,5066,124
740-779,90,0.9654322374212639,0.03456776257873606,5066,124
740-779,91,0.9654322374212639,0.03456776257873606,5066,124
740-779,92,0.9654322374212639,0.03456776257873606,5066,124
740-779,93,0.9654322374212639,0.03456776257873606,5066,124
740-779,94,0.9654322374212639,0.03456776257873606,5066,124
740-779,95,0.9654322374212639,0.03456776257873606,5066,124
740-779,96,0.9654322374212639,0.03456776257873606,5066,124
740-779,97,0.9654322374212639,0.03456776257873606,5066,124
740-779,98,0.9654322374212639,0.03456776257873606,5066,124
740-779,99,0.9654322374212639,0.03456776257873606,5066,124
740-779,100,0.9654322374212639,0.03456776257873606,5066,124
740-779,101,0.9654322374212639,0.03456776257873606,5066,124
740-779,102,0.9654322374212639,0.03456776257873606,5066,124
740-779,103,0.9654322374212639,0.03456776257873606,5066,124
740-779,104,0.9654322374212639,0.03456776257873606,5066,124
740-779,105,0.9654322374212639,0.03456776257873606,5066,124
740-779,106,0.9654322374212639,0.03456776257873606,5066,124
740-779,107,0.9654322374212639,0.03456776257873606,5066,124
740-779,108,0.9654322374212639,0.03456776257873606,5066,124
740-779,109,0.9654322374212639,0.03456776257873606,5066,124
740-779,110,0.9654322374212639,0.03456776257873606,5066,124
740-779,111,0.9654322374212639,0.03456776257873606,5066,124
740-779,112,0.9654322374212639,0.03456776257873606,5066,124
740-779,113,0.9654322374212639,0.03456776257873606,5066,124
740-779,114,0.9654322374212639,0.03456776257873606,5066,124
740-779,115,0.9654322374212639,0.03456776257873606,5066,124
740-779,116,0.9654322374212639,0.03456776257873606,5066,124
740-779,117,0.9654322374212639,0.03456776257873606,5066,124
740-779,118,0.9654322374212639,0.03456776257873606,5066,124
740-779,119,0.9654322374212639,0.03456776257873606,5066,124
